201210257565488|L001-01|Мектепке чейинки билим беруу мекемелерине медициналык каражаттарды алуу|100 220|с/у Зулпуев|<span>Условие поставки</span>
201210257516140|L001-01|Покупка огнетушителей для школ и детских садиков с/у Кызыл-Кыштак|57 000|с/у Кызыл-Кыштак|<span>Условие поставки</span>
201210257482300|L007-01|Ацетилсалициловая кислота 0,5 №10|1 720|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L008-01|Бинт 5*10 стерильный|475|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L009-01|Бисопролол 5 мг*30|2 480|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L010-01|Бромгесин 8 мг №25 таб|1 120|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L011-01|Вакутайнер 6 мл красная крышка|13 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L012-01|Вата медицинская|6 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L013-01|Вода для инъекций 2*10|5 260|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L014-01|Гепарин 5,0|31 200|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L015-01|Гипохлорит кальция|12 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L016-01|Глицерин 50,0|660|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L017-01|Глюкоза 40% 10*10|2 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L018-01|Д-Димер|6 180|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L019-01|Дексаметазон 1,0*10|7 800|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L020-01|Держатель иглы для вакутайнера|8 000|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L021-01|Дефинилгидромин 1% 1*10|1 900|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L022-01|Дигоксин 0,025% 1*10|1 848|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L023-01|Допамин 5*10|2 250|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L024-01|Дроперидол 0,25% 5,0мл|1 660|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L025-01|Дротаверин 2% 2*10|4 440|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
201210257482300|L026-01|Ибупрофен 200мг №50|1 300|г.Сулюкта,п.Кош-Булак, ул.С.Султанова, 109, склад больничной аптеки|<span>Условие поставки</span>|Поставка производится дробно: 1 этап -50% до 25.12.20 г, 2 этап-50% до 25.01.20 г.
